team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
0,1412,CLASSIC,0,1,0,3,1,1,0,0,0,0,1,0,20,53,59,67,17,33,11493,72246,33,18,37030,49959,0,3,366143,442084,0,7,89,105,27168,26436,54360,81917,453,441,72,79,0,0,-0.55,0.1,0,0,116.05,363.95,0,0,-1.85,-80.55,,Warwick,Orianna,Maokai,0,3,7,3,,Fighter,Mage,Tank,Malphite,Pantheon,Seraphine,Shaco,2,4,0,9,Tank,Fighter,Mage,Assassin
0,1900,CLASSIC,0,1,1,3,2,0,0,1,0,0,1,0,25,63,74,83,25,49,40660,81378,49,25,56687,69214,2,3,663755,779004,1,17,96,189,34183,60367,91060,125977,685,700,125,142,0.966666667,-1.866666667,0.3,0.433333333,148.5333333,-143.4,-27.46666667,498.0666667,-11.03333333,-276.2666667,-64.06666667,-133.2333333,Yorick,Ekko,Graves,Kaisa,6,8,3,6,Fighter,Assassin,Marksman,Marksman,Darius,Viego,Qiyana,Maokai,2,5,8,3,Fighter,Assassin,Assassin,Tank
0,1736,CLASSIC,0,2,1,4,0,2,0,0,0,0,0,0,34,57,68,80,22,43,19761,103464,43,22,49754,65798,0,3,537480,694678,4,23,109,121,25267,52012,88935,99395,606,603,85,121,-0.55,-0.15,0.2,-1.1,181.9,-134.45,42.55,-104.6,-100.55,-99.65,-78.2,-28.75,MonkeyKing,JarvanIV,Brand,Seraphine,3,5,4,0,Fighter,Tank,Mage,Mage,Pantheon,Warwick,Ekko,Maokai,4,3,8,3,Fighter,Fighter,Assassin,Tank
1,1989,CLASSIC,0,0,3,2,2,0,0,0,0,1,1,0,69,46,80,74,37,25,65432,29752,25,37,66922,57022,5,2,738056,639198,20,15,186,136,48867,32544,104952,108042,705,662,159,139,0.8,0.366666667,-0.966666667,0.166666667,179.2666667,-2.666666667,-124.3333333,-18,66.96666667,-52.53333333,-59.66666667,117.6666667,Garen,Viego,Fizz,Ashe,5,5,6,4,Fighter,Assassin,Assassin,Marksman,Shen,Karthus,Yone,Thresh,4,7,8,7,Tank,Mage,Assassin,Support
1,2274,CLASSIC,0,0,2,3,0,0,0,0,0,1,0,1,34,46,83,84,44,33,57280,39950,33,44,75519,68629,5,2,1037139,892423,37,1,183,99,74658,79719,163110,145660,816,837,155,187,0.825,0.825,0.125,-2.175,-877.025,1.9,478.7,256.175,-56.925,71.2,110.075,-66.45,Darius,Ekko,Renekton,Maokai,2,8,3,3,Fighter,Assassin,Fighter,Tank,Aatrox,Nidalee,Irelia,Lux,4,8,5,5,Fighter,Assassin,Fighter,Mage
0,1651,CLASSIC,0,1,1,3,1,1,0,0,0,0,1,1,29,49,67,75,22,27,38102,66122,27,22,46826,57450,1,2,503049,605794,4,29,104,118,25636,46762,76573,76972,562,581,126,129,0,-0.05,-3.35,0,0,28.9,-153.425,0,0,-32.25,-132.925,0,Malphite,Shyvana,Annie,Jhin,2,4,6,6,Tank,Fighter,Mage,Marksman,,Viego,Urgot,Quinn,0,5,8,5,,Assassin,Fighter,Marksman
1,1929,CLASSIC,1,0,4,1,1,1,1,1,1,1,1,1,74,48,78,71,30,29,66728,45953,29,30,63515,55732,3,1,702391,586065,23,15,143,161,45112,37295,94533,93973,659,643,139,160,0.7,-0.433333333,0.3,-0.566666667,106.5666667,78.2,179.3,-100.8,108.4333333,-68.56666667,90.93333333,67.8,Karma,Warwick,Yasuo,Jinx,5,3,10,6,Mage,Fighter,Fighter,Marksman,Fizz,Kayn,Ahri,Jhin,6,8,5,6,Assassin,Fighter,Mage,Marksman
1,1369,CLASSIC,1,0,2,1,1,0,1,0,1,0,1,0,51,14,62,56,24,9,44845,22740,9,24,42571,35292,3,0,584259,316935,16,0,75,75,21612,19698,62437,37655,389,443,102,65,0,0,0.75,-1.1,0,0,105.85,-369.05,0,0,80.55,13.05,Shen,Ivern,Akali,Seraphine,4,7,7,0,Tank,Support,Assassin,Mage,,Hecarim,Sylas,Samira,0,6,5,6,,Fighter,Mage,Marksman
1,1861,CLASSIC,2,0,2,2,0,1,1,1,1,1,0,0,60,25,77,72,35,17,78605,31752,17,35,63057,49511,1,1,614109,613545,4,24,130,67,42927,26083,86498,68619,632,591,146,127,0.233333333,-0.7,0.8,0.766666667,-230.5666667,134.3666667,-122.4666667,-135.3666667,74.5,-18.5,105.0666667,134.5,Viego,Warwick,Viktor,Maokai,5,3,9,3,Assassin,Fighter,Mage,Tank,Nasus,Diana,Talon,Seraphine,6,4,7,0,Fighter,Fighter,Assassin,Mage
0,2006,CLASSIC,0,1,4,1,1,1,0,1,1,0,1,1,80,49,73,80,42,37,48590,65384,37,42,62513,69255,4,7,615461,816505,8,49,185,105,39661,57056,129846,131527,558,657,154,173,0,0.633333333,0,1.533333333,0,-34.13333333,0,111.9,0,-17.73333333,0,76.66666667,Volibear,JarvanIV,Zoe,Jhin,3,5,5,6,Fighter,Tank,Mage,Marksman,,Ekko,Katarina,Aphelios,0,8,8,10,,Assassin,Assassin,Marksman
1,1533,CLASSIC,0,0,4,0,0,2,0,1,1,1,0,0,60,18,69,61,34,14,61737,19352,14,34,51350,40701,4,0,536133,407011,36,1,82,167,34971,21595,85073,54892,496,515,116,91,-1.5,-0.2,0.9,0.35,-302,-113.65,-78.25,-49.65,58.05,85.75,98.25,115.25,Malphite,Viego,Viktor,Yuumi,2,5,9,2,Tank,Assassin,Mage,Support,Chogath,RekSai,Ahri,Maokai,5,3,5,3,Tank,Fighter,Mage,Tank
0,1571,CLASSIC,0,1,0,4,1,1,0,1,0,0,1,1,24,55,61,72,17,34,22710,78601,34,17,41291,54888,0,3,404965,565141,1,24,112,130,16925,35697,51331,72710,490,536,96,103,-0.1,0,1.3,0,8.85,0,-3.35,0,-149.7,0,104,0,Shen,Viego,Yone,Ashe,4,5,8,4,Tank,Assassin,Assassin,Marksman,Camille,Khazix,Neeko,Jhin,4,6,5,6,Fighter,Assassin,Mage,Marksman
0,1253,CLASSIC,0,0,0,3,0,1,0,0,0,0,0,0,13,24,53,59,11,23,6976,52605,23,11,31009,40344,1,3,268506,374803,4,6,79,77,12452,16468,36635,41526,386,478,78,79,-3.65,1,-1.9,-0.5,-200.15,162.9,-92.5,97.8,-110.1,-36.2,-103.45,26.95,Shen,Viego,Zoe,Jhin,4,5,5,6,Tank,Assassin,Mage,Marksman,Garen,Rammus,Fizz,Kaisa,5,5,6,6,Fighter,Tank,Assassin,Marksman
0,1662,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,29,33,68,73,35,40,18177,74167,40,35,53108,59263,1,8,493775,534534,12,9,119,117,34114,34744,93795,107366,526,550,108,118,1.3,-0.4,-1.05,-1,355.35,-203.7,81.75,36.4,168.15,25.15,-89.05,-59.85,Aatrox,Rammus,Qiyana,Samira,4,5,8,6,Fighter,Tank,Assassin,Marksman,DrMundo,MasterYi,Zoe,Maokai,5,4,5,3,Fighter,Assassin,Mage,Tank
1,2191,CLASSIC,0,2,2,3,1,1,0,0,0,1,1,0,77,90,82,83,48,48,52288,88784,48,48,70749,78572,5,6,725926,758577,43,22,140,208,73716,61968,141513,148599,597,603,142,173,0,2.4125,1.475,0,0,-119.175,83.4,0,0,-11.775,98.25,0,,Garen,Kassadin,Jinx,0,5,8,6,,Fighter,Assassin,Marksman,Gangplank,Maokai,Pyke,Kalista,9,3,7,7,Fighter,Tank,Support,Marksman
1,2073,CLASSIC,2,0,3,2,1,0,1,1,1,1,1,1,61,63,87,82,51,40,92996,40535,40,51,75907,65051,9,7,849404,613577,19,4,157,120,44439,29412,143267,121923,723,597,189,119,1.233333333,1.1,0.333333333,1.533333333,-41.23333333,56.8,-37.8,-381.4,101.6333333,2.233333333,56.13333333,45.8,Quinn,Warwick,Diana,Maokai,5,3,4,3,Marksman,Fighter,Fighter,Tank,TahmKench,Khazix,TwistedFate,Shaco,5,6,9,9,Support,Assassin,Mage,Assassin
1,1683,CLASSIC,1,0,4,0,1,0,1,1,1,1,1,1,39,25,74,68,36,19,91949,10649,19,36,59765,47308,4,4,642447,513597,22,13,117,84,35329,20746,85967,53392,589,558,130,120,0,0,2.65,-0.7,0,0,-368.05,-433.85,0,0,39.25,95.25,,Quinn,Cassiopeia,Zyra,0,5,10,7,,Marksman,Mage,Mage,Ornn,Udyr,Katarina,Maokai,5,7,8,3,Tank,Fighter,Assassin,Tank
1,1618,CLASSIC,1,0,4,0,0,1,1,1,1,1,0,0,51,15,70,61,32,11,64765,29521,11,32,54691,42450,1,1,562035,460867,20,20,136,95,49815,24693,73930,51206,596,534,122,108,-1.45,0.4,2,2.2,150.75,89.25,-97.3,-474.9,-77.15,76.05,34.75,200.15,DrMundo,XinZhao,Zoe,Jhin,5,2,5,6,Fighter,Fighter,Mage,Marksman,Kayle,Viego,Diana,Caitlyn,7,5,4,6,Fighter,Assassin,Fighter,Marksman
1,1353,CLASSIC,1,0,3,1,1,1,1,1,0,1,0,1,37,13,63,56,29,11,103139,13494,11,29,48832,33714,2,0,491966,330114,16,0,86,64,21385,16349,52987,39058,485,438,107,67,0,0,0,0,0,0,0,0,0,0,0,0,Garen,Maokai,Ziggs,MissFortune,5,3,4,1,Fighter,Tank,Mage,Marksman,,Khazix,Kassadin,Galio,0,6,8,5,,Assassin,Assassin,Tank
1,2012,CLASSIC,1,1,2,3,2,0,1,0,0,1,1,0,87,61,82,79,54,44,72195,54450,44,54,73344,67721,8,6,691533,724272,24,10,197,201,56928,66854,137544,120040,560,638,115,147,-2.066666667,-0.233333333,0.966666667,0.233333333,-332.4,-37.13333333,-128.9,105.7333333,-7,79.16666667,7.1,58.1,Malphite,Nunu,Lucian,Nautilus,2,4,6,6,Tank,Tank,Marksman,Tank,Ekko,Zac,Fizz,Maokai,8,8,6,3,Assassin,Tank,Assassin,Tank
0,1772,CLASSIC,0,1,2,2,0,1,0,0,1,0,0,0,61,72,71,75,36,41,32865,58422,41,36,53651,63064,3,5,539142,599126,0,19,193,165,60275,32984,97613,110590,539,521,129,119,-0.5,0.15,0.5,-1.35,207.15,204.05,-291.6,147.15,-99.95,-25.65,56.5,-124.05,Pantheon,Zac,Neeko,Maokai,4,8,5,3,Fighter,Tank,Mage,Tank,Malphite,Kayn,Sylas,Nautilus,2,8,5,6,Tank,Fighter,Mage,Tank
0,1764,CLASSIC,0,1,3,2,0,1,0,1,1,0,0,0,24,49,65,76,18,37,30031,66634,37,18,47063,58161,0,3,492882,606569,0,20,161,120,43644,36653,73223,91043,507,588,94,122,1.7,-0.15,-1.6,-2.2,-8.65,26.9,234.4,-248.5,62.2,-95.75,-127.95,37.25,Gangplank,Zac,Yone,Fiddlesticks,9,8,8,9,Fighter,Tank,Assassin,Mage,Quinn,Viego,Velkoz,Kaisa,5,5,8,6,Marksman,Assassin,Mage,Marksman
1,1713,CLASSIC,1,1,3,1,1,1,0,1,1,0,1,1,54,35,76,70,41,25,63779,53195,25,41,60929,52517,4,3,567811,529582,24,20,213,80,42322,25043,103551,88618,594,490,137,136,1.1,0.35,0.85,1.05,-431.1,-19.15,115.1,327.5,-46.45,57.85,71.75,-6.6,Garen,Jax,Lissandra,Maokai,5,5,6,3,Fighter,Fighter,Mage,Tank,Nasus,Viego,Zed,MissFortune,6,5,7,1,Fighter,Assassin,Assassin,Marksman
0,2083,CLASSIC,0,1,2,2,0,2,0,0,1,0,0,1,39,45,78,81,34,33,45564,63843,34,34,65321,65982,0,3,794885,735708,27,12,98,127,40255,51271,126230,97476,639,709,161,162,-1.566666667,-0.1,-0.166666667,-0.366666667,-383.7333333,80.26666667,-175.4,-315.1333333,-86.7,-13.5,15.7,-18.93333333,Malphite,Ekko,Kindred,Samira,2,8,4,6,Tank,Assassin,Marksman,Marksman,Illaoi,DrMundo,Anivia,MissFortune,4,5,10,1,Fighter,Fighter,Mage,Marksman
0,1431,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,17,58,57,69,15,38,11991,71062,38,15,36439,53661,1,5,328619,491990,4,24,70,97,18204,37711,65977,82346,400,467,77,102,-2.9,0.5,-1.8,1,-217.35,-228.75,-38.95,699.35,-125.1,-107.75,-66.2,-11.7,Talon,Karthus,Fizz,Samira,7,7,6,6,Assassin,Mage,Assassin,Marksman,Riven,Pantheon,Sylas,Lux,8,4,5,5,Fighter,Fighter,Mage,Mage
1,1841,CLASSIC,0,1,4,1,1,0,0,1,1,1,1,1,61,25,77,71,42,17,60737,27179,17,42,63014,50698,4,1,668777,598068,16,0,117,149,73598,24052,85671,80250,644,586,151,106,-1.966666667,-0.266666667,0,0,268.2666667,106.2666667,0,0,-73.16666667,67.23333333,0,0,Aatrox,Zac,Malphite,Lucian,4,8,2,6,Fighter,Tank,Tank,Marksman,Yone,Skarner,Yasuo,Seraphine,8,5,10,0,Assassin,Fighter,Fighter,Mage
0,1988,CLASSIC,0,2,3,1,1,0,0,0,1,1,1,0,41,50,73,82,29,37,56862,49937,37,29,57980,65759,2,3,699826,692855,12,20,134,115,48934,36703,93917,105387,652,622,211,170,0,0.7,0,-0.7,0,-89.2,0,384.5,0,-17.16666667,0,-111.7,,Fiddlesticks,Aatrox,Ezreal,0,9,4,7,,Mage,Fighter,Marksman,Camille,Gragas,Vi,Jinx,4,5,4,6,Fighter,Fighter,Fighter,Marksman
0,911,CLASSIC,0,0,0,2,0,1,0,1,0,0,0,0,5,14,43,51,4,16,8027,32305,16,4,21468,30389,0,2,169172,264562,0,2,55,34,4815,13967,16509,22087,306,378,39,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1700,CLASSIC,0,1,2,2,1,1,0,1,1,0,0,1,26,40,68,75,24,33,41127,62674,33,24,50365,56249,2,3,574713,559030,4,3,94,84,35067,45574,76538,84624,565,540,163,137,0,-0.3,0,1.6,0,13.2,0,174.6,0,-50.35,0,30.15,Sett,Fiddlesticks,,Sivir,2,9,0,4,Fighter,Mage,,Marksman,Renekton,Khazix,Ahri,Velkoz,3,6,5,8,Fighter,Assassin,Mage,Mage
1,2171,CLASSIC,0,0,4,1,1,1,0,1,1,0,1,0,70,54,79,77,33,33,58614,45486,33,33,65135,63525,3,4,786858,728479,19,13,175,209,45196,49174,117822,97199,679,663,176,226,0.6,0.475,-5.45,4.55,-206.35,446.975,19.175,-233.05,5.65,22.65,-138.425,78.775,Shaco,Hecarim,Seraphine,Talon,9,6,0,7,Assassin,Fighter,Mage,Assassin,Shen,Fiddlesticks,Malzahar,Alistar,4,9,6,7,Tank,Mage,Mage,Tank
0,1736,CLASSIC,0,1,1,3,0,1,0,0,0,0,0,0,46,34,67,74,23,28,22358,60412,28,23,47241,56296,4,5,500436,617210,8,13,114,101,37379,24179,69761,77285,500,649,174,120,0,0.65,0,-0.9,0,404.9,0,-43.7,0,193.4,0,123.6,Maokai,Fiddlesticks,Yone,Lucian,3,9,8,6,Tank,Mage,Assassin,Marksman,Qiyana,Vi,,Swain,8,4,0,8,Assassin,Fighter,,Mage
1,1918,CLASSIC,2,0,3,1,0,0,1,1,1,1,0,0,59,34,79,73,33,22,71065,31662,22,33,63486,53053,4,2,677118,640378,26,20,186,162,62672,30572,118594,93233,641,628,210,164,2.133333333,-1.033333333,0,0,150.4666667,-185.8666667,0,0,114.5333333,18.1,0,0,Aatrox,Fiddlesticks,Yone,Thresh,4,9,8,7,Fighter,Mage,Assassin,Support,Sion,Hecarim,MissFortune,Swain,5,6,1,8,Tank,Fighter,Marksman,Mage
1,2050,CLASSIC,2,0,3,2,0,2,1,0,1,0,0,0,65,31,85,73,39,34,81809,75706,34,39,69134,61123,5,4,771595,756150,35,37,121,74,42133,42585,104575,110800,679,665,174,186,0,0,-1.533333333,-0.8,0,0,168.2,349.7333333,0,0,104.1,160.4333333,Yone,Amumu,Katarina,Thresh,8,3,8,7,Assassin,Tank,Assassin,Support,,Sett,Vladimir,Ziggs,0,2,7,4,,Fighter,Mage,Mage
1,1595,CLASSIC,1,0,2,2,0,2,1,1,0,1,0,1,43,38,67,63,27,25,55945,51872,25,27,52553,48471,5,2,483243,544062,5,41,110,79,25126,44373,74436,67439,528,470,105,100,0,0,-1,8.05,0,0,-5,363.65,0,0,-82.15,119.4,TahmKench,Kayn,Seraphine,Draven,5,8,0,8,Support,Fighter,Mage,Marksman,,DrMundo,Yone,Yuumi,0,5,8,2,,Fighter,Assassin,Support
1,1942,CLASSIC,2,0,3,2,1,0,1,0,0,1,1,1,50,32,82,73,42,32,88535,28659,32,42,67676,57967,1,2,684477,625953,7,12,91,132,34562,46008,111685,101113,665,599,160,178,2.4,-3.70E-17,0,0,-429.5333333,-117.1666667,0,0,121.8333333,-29.66666667,0,0,Shyvana,Elise,TwistedFate,Lulu,4,9,9,5,Fighter,Mage,Mage,Support,Mordekaiser,Fiddlesticks,Qiyana,Morgana,4,9,8,1,Fighter,Mage,Assassin,Mage
0,1830,CLASSIC,0,1,1,3,1,0,0,0,0,0,1,0,20,36,68,76,15,31,24842,52383,31,15,46270,56361,1,2,555599,597146,13,13,83,58,20820,50273,63185,71369,553,587,140,192,1.8,0.066666667,-2.233333333,-0.5,-79,-83.7,-121.7333333,215.8666667,11.63333333,-84.43333333,-136.8,-152.7333333,Talon,MasterYi,Lux,Thresh,7,4,5,7,Assassin,Assassin,Mage,Support,Akali,Fiddlesticks,Zed,Vayne,7,9,7,8,Assassin,Mage,Assassin,Marksman
1,1418,CLASSIC,1,0,1,2,1,1,1,1,0,1,0,0,48,17,66,59,25,10,64746,26838,10,25,47657,38374,5,1,457387,407682,12,12,146,85,22594,17988,54011,55803,500,451,136,93,0,0.1,0,2.8,0,-139.7,0,63.25,0,22.7,0,92,,Fiddlesticks,Nasus,Nautilus,0,9,6,6,,Mage,Fighter,Tank,Garen,Shyvana,Yasuo,KogMaw,5,4,10,6,Fighter,Fighter,Fighter,Marksman
0,1602,CLASSIC,0,1,0,4,0,0,0,0,0,0,0,0,24,38,61,69,15,33,13743,62428,35,15,39555,53154,0,0,380764,525654,0,5,97,108,23865,33853,52341,76535,424,513,107,166,-1.05,-0.1,0.15,-2.5,290.7,261.6,189.25,-223.6,-31.15,-29,-85.35,-146.55,Riven,Shyvana,Yone,Maokai,8,4,8,3,Fighter,Fighter,Assassin,Tank,Karma,Fiddlesticks,Swain,Samira,5,9,8,6,Mage,Mage,Mage,Marksman
1,943,CLASSIC,0,0,1,0,1,0,0,0,1,0,1,1,19,9,52,44,22,7,26245,3015,7,22,34893,24292,3,1,278060,187619,9,0,63,33,18375,13574,36589,20807,374,312,74,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1292,CLASSIC,0,1,0,3,0,1,0,0,0,0,0,0,6,36,54,63,7,25,6924,63709,25,7,30494,45093,0,2,325247,434465,4,15,94,64,19314,24926,35931,54146,405,469,101,70,-2.45,-0.05,-0.4,0.55,231.2,-150.05,175.15,176.9,-122.65,-100.95,-39.3,-194.8,Chogath,Fiddlesticks,Yone,Lux,5,9,8,5,Tank,Mage,Assassin,Mage,Gnar,Shyvana,Pantheon,Morgana,8,4,4,1,Fighter,Fighter,Fighter,Mage
0,1631,CLASSIC,0,1,2,1,0,0,0,1,1,0,0,0,22,43,64,71,18,32,34312,39188,32,18,45607,51756,1,5,513442,517564,1,15,84,70,28861,40712,64363,73869,505,546,134,154,-0.2,-0.15,-2.35,-0.55,81.9,-120.65,-68.9,-25.4,-4.45,62.2,-137,-153.95,Volibear,Fiddlesticks,Leblanc,Karma,3,9,9,5,Fighter,Mage,Assassin,Mage,Rumble,Hecarim,Talon,Kaisa,10,6,7,6,Fighter,Fighter,Assassin,Marksman
0,1419,CLASSIC,0,0,0,3,0,1,0,1,0,0,0,0,24,39,62,65,20,28,10110,56447,28,20,41036,47254,0,0,448967,460502,16,7,116,224,20887,29207,62286,55583,494,509,141,89,-3.4,0.75,0,0,85.7,-173.5,0,0,-171.5,-2.95,0,0,Teemo,Fiddlesticks,Tristana,Leona,6,9,4,4,Marksman,Mage,Marksman,Tank,Sion,Nocturne,Ryze,Alistar,5,4,7,7,Tank,Assassin,Mage,Tank
1,1681,CLASSIC,1,0,4,0,1,0,1,1,1,1,1,1,36,15,72,67,26,9,84602,8437,9,26,55490,41737,2,1,586094,488572,30,0,80,58,37199,17173,51317,53255,603,636,190,95,-0.7,-0.2,0,0,486.8,97.6,0,0,51.15,8.05,0,0,Sett,Fiddlesticks,Anivia,Alistar,2,9,10,7,Fighter,Mage,Mage,Tank,Teemo,Kayn,Diana,Vayne,6,8,4,8,Marksman,Fighter,Fighter,Marksman
0,1244,CLASSIC,0,0,1,2,0,2,0,0,1,0,0,0,16,21,55,59,12,22,13698,54416,22,12,32856,42348,0,2,295897,425378,8,19,75,86,17846,37341,40216,41653,413,465,111,74,0,0,-2.45,1.35,0,0,-227.8,89.8,0,0,-77.95,14.95,,Fiddlesticks,Kennen,Blitzcrank,0,9,4,4,,Mage,Mage,Tank,Maokai,Hecarim,Vladimir,Morgana,3,6,7,1,Tank,Fighter,Mage,Mage
1,1241,CLASSIC,0,0,2,1,1,1,0,0,1,1,0,0,23,21,58,55,26,25,27588,40193,25,26,41568,38424,3,3,396708,320807,12,16,53,45,29710,18616,63003,59440,413,346,97,81,2,-0.5,2.8,-0.95,-125.6,-41.8,40.05,382.8,163.1,-18.6,238,-234.3,Mordekaiser,Fiddlesticks,Gnar,Samira,4,9,8,6,Fighter,Mage,Fighter,Marksman,Kled,MasterYi,Viego,Tristana,7,4,5,4,Fighter,Assassin,Assassin,Marksman
1,2604,CLASSIC,2,1,2,4,0,1,0,0,0,1,0,0,71,48,90,88,45,29,76429,77474,29,45,81120,74898,3,2,910199,997856,18,42,191,220,64496,63345,167935,135769,794,846,260,235,-0.35,0.4,0,0,-626.425,58.725,0,0,62.525,101.775,0,0,Riven,Fiddlesticks,Cassiopeia,,8,9,10,0,Fighter,Mage,Mage,,Aatrox,Shaco,Sylas,Maokai,4,9,5,3,Fighter,Assassin,Mage,Tank
0,1379,CLASSIC,0,1,0,3,0,2,0,0,0,0,0,0,19,32,58,65,9,25,9826,79030,26,10,35202,49203,2,3,426350,495214,0,22,93,71,30450,42405,45147,58811,492,521,105,117,-2.65,-0.3,-3.55,2.15,128.4,348.55,-667.75,366.35,-121.1,-35.1,-221.1,-74.5,Fiora,Fiddlesticks,Anivia,Caitlyn,3,9,10,6,Fighter,Mage,Mage,Marksman,Renekton,DrMundo,Sylas,Rell,3,5,5,0,Fighter,Fighter,Mage,Tank
0,1663,CLASSIC,0,1,0,4,0,2,0,0,0,0,0,0,15,49,63,72,9,32,16824,90223,32,9,41099,54716,0,3,483730,563972,0,9,104,106,28762,33518,52265,76518,573,604,161,172,0,-0.25,0,-1.9,0,218.55,0,222.05,0,-51.25,0,-91.7,Mordekaiser,Fiddlesticks,Yasuo,Xayah,4,9,10,5,Fighter,Mage,Fighter,Marksman,Viktor,Volibear,,Jhin,9,3,0,6,Mage,Fighter,,Marksman
0,1648,CLASSIC,0,1,1,3,1,0,0,1,1,0,1,1,21,39,65,76,17,33,23859,62412,33,17,46103,59214,2,4,514001,680611,9,16,71,81,20890,36229,65066,84870,556,656,83,184,-2.55,-0.5,0.25,1.35,-75.6,-100,178.45,-98.7,-33.65,-32.9,17.5,-30.35,Singed,Kayn,Yone,Ezreal,5,8,8,7,Tank,Fighter,Assassin,Marksman,Irelia,Fiddlesticks,Viktor,Caitlyn,5,9,9,6,Fighter,Mage,Mage,Marksman
0,1333,CLASSIC,0,1,1,2,0,1,0,0,0,0,0,0,12,36,55,64,8,24,12887,56272,24,9,32937,46014,0,4,323195,513671,4,46,41,152,23182,28218,36419,56933,474,509,89,98,0,-0.3,0,0.25,0,153.25,0,151.25,0,-142.35,0,-52.95,Pantheon,Fiddlesticks,,Yuumi,4,9,0,2,Fighter,Mage,,Support,Chogath,Hecarim,Yone,Morgana,5,6,8,1,Tank,Fighter,Assassin,Mage
0,2035,CLASSIC,0,2,2,3,1,0,0,1,1,0,1,0,21,47,76,83,18,30,27132,97253,30,18,54931,67578,1,4,643033,817057,4,40,70,97,59821,40767,73083,96382,767,762,174,284,0,0,1,-0.133333333,0,0,36.73333333,97.5,0,0,50.56666667,-140.9,,Garen,Vladimir,Kaisa,0,5,7,6,,Fighter,Mage,Marksman,Sett,Fiddlesticks,Irelia,MissFortune,2,9,5,1,Fighter,Mage,Fighter,Marksman
1,2156,CLASSIC,2,0,2,3,0,2,1,0,0,0,0,0,73,30,84,74,33,31,78433,67007,31,33,67089,62599,4,1,747512,719526,7,31,164,146,58123,36223,118061,116786,677,653,229,156,-0.275,-0.025,0,0,270,149.05,0,0,108.3,119.35,0,0,DrMundo,Fiddlesticks,Alistar,MissFortune,5,9,7,1,Fighter,Mage,Tank,Marksman,Renekton,Evelynn,Hecarim,Lucian,3,10,6,6,Fighter,Assassin,Fighter,Marksman
1,1636,CLASSIC,0,0,3,0,2,0,0,0,1,1,1,1,44,53,67,65,28,29,61168,13003,29,28,52336,45975,2,2,537205,390282,42,0,151,112,40353,26398,79210,69398,522,476,152,106,0,-1.45,0,0,0,151.65,0,0,0,45.4,0,0,Sion,Fiddlesticks,Viego,,5,9,5,0,Tank,Mage,Assassin,,Jayce,Hecarim,Janna,Tristana,7,6,7,4,Fighter,Fighter,Support,Marksman
0,2239,CLASSIC,0,2,2,3,1,1,0,0,1,0,0,1,24,57,83,86,30,39,48021,100548,39,30,69282,74508,5,6,935997,823467,16,19,136,140,49948,43183,102843,111098,806,665,167,192,1.15,-0.675,2.2,3.35,393.975,284.9,19.775,-582,55.55,15.875,117,-26.925,Irelia,Fiddlesticks,Ryze,Jinx,5,9,7,6,Fighter,Mage,Mage,Marksman,Teemo,Shaco,TwistedFate,Pyke,6,9,9,7,Marksman,Assassin,Mage,Support
